query,target,uniprot_id,bits,evalue,fident,database
Q8DTL7,AF-O86349-F1-model_v4,O86349,261,0.002515,0.116,results_afdb_proteome
Q8DSL7,AF-Q46898-F1-model_v4,Q46898,259,0.0001216,0.097,results_afdb_proteome
I6L8Z7,AF-Q8ZKK1-F1-model_v4,Q8ZKK1,258,0.003883,0.098,results_afdb_proteome
Q8DT22,AF-I1KGE5-F1-model_v4,I1KGE5,257,0.0002063,0.076,results_afdb_proteome
Q8DWB1,AF-Q2FWC6-F1-model_v4,Q2FWC6,256,0.0001515,0.065,results_afdb_proteome
Q8DW66,AF-A0A132ZEM9-F1-model_v4,A0A132ZEM9,255,0.0004698,0.077,results_afdb_proteome
Q8DSR7,AF-A0A132ZA39-F1-model_v4,A0A132ZA39,253,2.801e-05,0.038,results_afdb_proteome
Q8DT11,AF-Q6NMK6-F1-model_v4,Q6NMK6,252,0.0001391,0.105,results_afdb_proteome
Q8DTP1,AF-B6U042-F1-model_v4,B6U042,248,0.002786,0.096,results_afdb_proteome
Q8DVT3,AF-Q9I3B8-F1-model_v4,Q9I3B8,247,9.301e-05,0.104,results_afdb_proteome
Q8DV11,AF-A0A132PA93-F1-model_v4,A0A132PA93,245,0.0001453,0.086,results_afdb_proteome
Q8DUM1,AF-Q8CYI5-F1-model_v4,Q8CYI5,240,0.0001147,0.066,results_afdb_proteome
Q8DRR4,AF-Q8DMX4-F1-model_v4,Q8DMX4,235,7.973e-05,0.074,results_afdb_proteome
Q8DSE0,AF-Q8CYB8-F1-model_v4,Q8CYB8,232,0.001405,0.082,results_afdb_proteome
Q8DTS6,AF-Q8CYR5-F1-model_v4,Q8CYR5,232,0.0001058,0.021,results_afdb_proteome
Q8DTX1,AF-Q2G105-F1-model_v4,Q2G105,228,0.001812,0.081,results_afdb_proteome
Q8DSI2,AF-Q0P900-F1-model_v4,Q0P900,227,0.001186,0.074,results_afdb_proteome
Q8DT19,AF-Q4CQ22-F1-model_v4,Q4CQ22,225,0.01881,0.068,results_afdb_proteome
Q8CMD5,AF-P19768-F1-model_v4,P19768,223,0.001639,0.082,results_afdb_proteome
Q8DW48,AF-A0A096PS81-F1-model_v4,A0A096PS81,223,0.006269,0.093,results_afdb_proteome
Q8DUS7,AF-B6TX01-F1-model_v4,B6TX01,218,0.00958,0.046,results_afdb_proteome
Q8DU58,AF-A0A0N4US71-F1-model_v4,A0A0N4US71,215,0.0008435,0.133,results_afdb_proteome
Q8DUL3,AF-A0A0H3GYN4-F1-model_v4,A0A0H3GYN4,211,0.009409,0.065,results_afdb_proteome
I6L8Y5,AF-A0A0H3GTF6-F1-model_v4,A0A0H3GTF6,211,0.001634,0.13,results_afdb_proteome
Q8DVI7,AF-Q8CZC0-F1-model_v4,Q8CZC0,211,0.02314,0.111,results_afdb_proteome
Q8DVQ1,AF-A0A133MZK5-F1-model_v4,A0A133MZK5,211,0.000794,0.103,results_afdb_proteome
Q8DUX3,AF-Q8CYZ0-F1-model_v4,Q8CYZ0,210,0.0006281,0.113,results_afdb_proteome
Q8DW65,AF-A0A132ZG53-F1-model_v4,A0A132ZG53,208,0.005975,0.08,results_afdb_proteome
Q8DTV4,AF-Q327X0-F1-model_v4,Q327X0,207,0.002251,0.115,results_afdb_proteome
Q8DWJ9,AF-Q9HUK6-F1-model_v4,Q9HUK6,206,0.0007595,0.047,results_afdb_proteome
Q8DVC8,AF-Q8DQD6-F1-model_v4,Q8DQD6,196,0.001695,0.052,results_afdb_proteome
Q8DRT0,AF-Q2G0S9-F1-model_v4,Q2G0S9,196,0.002591,0.037,results_afdb_proteome
Q8DTX2,AF-O24962-F1-model_v4,O24962,195,0.05697,0.075,results_afdb_proteome
Q8DU40,AF-A0A0N4U6C2-F1-model_v4,A0A0N4U6C2,192,0.01259,0.089,results_afdb_proteome
Q8DUX2,AF-Q8DQG2-F1-model_v4,Q8DQG2,192,0.001817,0.088,results_afdb_proteome
Q8DWI5,AF-Q9HDY9-F1-model_v4,Q9HDY9,188,0.04036,0.113,results_afdb_proteome
Q8DVN1,AF-Q5F637-F1-model_v4,Q5F637,188,0.006281,0.127,results_afdb_proteome
Q8DTW2,AF-P42171-F1-model_v4,P42171,182,0.05882,0.123,results_afdb_proteome
Q8DTZ8,AF-A0A132Z3K6-F1-model_v4,A0A132Z3K6,176,0.06737,0.111,results_afdb_proteome
Q8DT89,AF-Q8CZ13-F1-model_v4,Q8CZ13,174,0.01462,0.091,results_afdb_proteome
Q8DWN7,AF-Q8CZD3-F1-model_v4,Q8CZD3,171,0.02263,0.031,results_afdb_proteome
Q8DVI5,AF-K0EZN8-F1-model_v4,K0EZN8,169,0.06592,0.145,results_afdb_proteome
Q8DVS4,AF-A0A132YZI2-F1-model_v4,A0A132YZI2,165,0.007071,0.119,results_afdb_proteome
Q8DUV3,AF-Q8VZ58-F1-model_v4,Q8VZ58,162,0.1649,0.088,results_afdb_proteome
Q8DSW4,AF-K0EY50-F1-model_v4,K0EY50,162,0.05344,0.056,results_afdb_proteome
Q8DV31,AF-Q9HT46-F1-model_v4,Q9HT46,156,0.02553,0.115,results_afdb_proteome
Q8DUE3,AF-A0A175W3Z5-F1-model_v4,A0A175W3Z5,153,0.07433,0.11,results_afdb_proteome
Q8DSK9,AF-Q09191-F1-model_v4,Q09191,152,0.01876,0.042,results_afdb_proteome
Q8DVH8,AF-Q2FVK5-F1-model_v4,Q2FVK5,145,0.08437,0.083,results_afdb_proteome
Q8DVX6,AF-G5EFW4-F1-model_v4,G5EFW4,144,0.1101,0.077,results_afdb_proteome
Q8DV40,AF-A0A077YWW1-F1-model_v4,A0A077YWW1,143,0.3049,0.074,results_afdb_proteome
Q8DTW1,AF-A0A1U7F4E7-F1-model_v4,A0A1U7F4E7,136,0.1231,0.103,results_afdb_proteome
Q8DRZ9,AF-Q9WUV6-F1-model_v4,Q9WUV6,135,0.05808,0.122,results_afdb_proteome
Q8DSR6,AF-Q8CZB8-F1-model_v4,Q8CZB8,134,0.3159,0.087,results_afdb_proteome
Q8DSC5,AF-K0EFU9-F1-model_v4,K0EFU9,134,0.3304,0.135,results_afdb_proteome
Q8DUT9,AF-Q6DBU9-F1-model_v4,Q6DBU9,133,0.251,0.107,results_afdb_proteome
Q8DSL9,AF-A0A5K4F3E9-F1-model_v4,A0A5K4F3E9,131,0.4,0.091,results_afdb_proteome
Q8DSC9,AF-A0A133CMU7-F1-model_v4,A0A133CMU7,130,0.07431,0.09,results_afdb_proteome
Q8DW55,AF-Q9I2Q0-F1-model_v4,Q9I2Q0,128,0.4218,0.084,results_afdb_proteome
Q8DSW2,AF-K7MVM2-F1-model_v4,K7MVM2,128,0.7533,0.091,results_afdb_proteome
Q8DV27,AF-Q54IE8-F1-model_v4,Q54IE8,127,0.3165,0.071,results_afdb_proteome
Q8DU78,AF-U7PQH2-F1-model_v4,U7PQH2,127,0.39,0.111,results_afdb_proteome
Q8DUE6,AF-Q8ZN53-F1-model_v4,Q8ZN53,124,0.3368,0.097,results_afdb_proteome
Q8DTF6,AF-K0EZA0-F1-model_v4,K0EZA0,124,0.4332,0.096,results_afdb_proteome
Q8DVD2,AF-Q5AP97-F1-model_v4,Q5AP97,124,0.2033,0.106,results_afdb_proteome
Q8DV24,AF-Q8CYI0-F1-model_v4,Q8CYI0,121,0.1023,0.087,results_afdb_proteome
Q8DUU9,AF-I1LEC5-F1-model_v4,I1LEC5,120,0.4785,0.117,results_afdb_proteome
Q8DV32,AF-Q5A8H7-F1-model_v4,Q5A8H7,118,0.2872,0.114,results_afdb_proteome
Q8DWI8,AF-Q5XIA8-F1-model_v4,Q5XIA8,113,0.6068,0.064,results_afdb_proteome
Q8DTW8,AF-Q8CYY0-F1-model_v4,Q8CYY0,110,0.2241,0.128,results_afdb_proteome
Q8DUU6,AF-Q8CYE5-F1-model_v4,Q8CYE5,109,0.2807,0.098,results_afdb_proteome
Q8DUI7,AF-Q8CYK8-F1-model_v4,Q8CYK8,107,0.5688,0.075,results_afdb_proteome
Q8DU92,AF-A0A0P0VHX4-F1-model_v4,A0A0P0VHX4,107,0.2865,0.08,results_afdb_proteome
Q8DRZ2,AF-O17054-F1-model_v4,O17054,104,0.8179,0.123,results_afdb_proteome
Q8DSL8,AF-O44882-F1-model_v4,O44882,99,0.7749,0.117,results_afdb_proteome
Q8DVP0,AF-Q8BG21-F1-model_v4,Q8BG21,98,1.704,0.104,results_afdb_proteome
Q8DTW5,AF-Q8I1X4-F1-model_v4,Q8I1X4,98,1.148,0.122,results_afdb_proteome
Q8DW70,AF-P52917-F1-model_v4,P52917,94,0.8513,0.123,results_afdb_proteome
Q8DVR6,AF-Q9S756-F1-model_v4,Q9S756,94,3.104,0.119,results_afdb_proteome
Q8DWA0,AF-D3ZP87-F1-model_v4,D3ZP87,93,2.157,0.11,results_afdb_proteome
Q8DSD6,AF-Q8BTV2-F1-model_v4,Q8BTV2,92,1.844,0.106,results_afdb_proteome
Q8DUX7,AF-Q9I4A1-F1-model_v4,Q9I4A1,89,1.449,0.166,results_afdb_proteome
Q8DSS9,AF-Q9D1J3-F1-model_v4,Q9D1J3,88,3.309,0.086,results_afdb_proteome
Q8DRX4,AF-K7MY22-F1-model_v4,K7MY22,86,2.887,0.159,results_afdb_proteome
Q8DV86,AF-Q7CQX5-F1-model_v4,Q7CQX5,86,2.486,0.148,results_afdb_proteome
Q8DTM6,AF-Q4DEQ5-F1-model_v4,Q4DEQ5,86,2.516,0.163,results_afdb_proteome
Q8DUD6,AF-B1WB52-F1-model_v4,B1WB52,82,1.963,0.127,results_afdb_proteome
Q8DUX8,AF-Q32F62-F1-model_v4,Q32F62,76,2.723,0.079,results_afdb_proteome
Q8DT85,AF-Q9R803-F1-model_v4,Q9R803,76,4.844,0.14,results_afdb_proteome
Q8DT21,AF-P9WF29-F1-model_v4,P9WF29,69,3.812,0.181,results_afdb_proteome
Q8DSP3,AF-Q3UXB0-F1-model_v4,Q3UXB0,63,4.527,0.087,results_afdb_proteome
Q8DS98,AF-Q9L6P8-F1-model_v4,Q9L6P8,61,7.947,0.146,results_afdb_proteome
Q8DUR3,AF-A0A1D6JH47-F1-model_v4,A0A1D6JH47,54,7.603,0.127,results_afdb_proteome
Q8DUX6,AF-O01599-F1-model_v4,O01599,53,8.462,0.157,results_afdb_proteome
Q8DWN2,AF-A0A132P677-F1-model_v4,A0A132P677,47,8.885,0.105,results_afdb_proteome
Q8DW46,7w7h-assembly1.cif.gz_A,,3194,6.52e-69,0.77,results_pdb
Q8DUY0,3bzk-assembly1.cif.gz_A,,3094,1.433e-59,0.433,results_pdb
Q8DVL0,3ldg-assembly1.cif.gz_A,,2792,4.944000000000001e-69,0.992,results_pdb
Q8DVS5,4cnk-assembly1.cif.gz_A,,2502,3.8099999999999996e-60,0.756,results_pdb
Q8DRV8,8b70-assembly1.cif.gz_A,,2477,3.109e-45,0.465,results_pdb
Q8DUZ1,3fnb-assembly1.cif.gz_A,,2438,1.8839999999999998e-52,0.951,results_pdb
Q8DWC5,5vg3-assembly1.cif.gz_A,,2417,2.2940000000000002e-55,0.572,results_pdb
Q8DV05,4lrl-assembly2.cif.gz_A,,2077,2.258e-39,0.604,results_pdb
Q8DWA2,3pl5-assembly1.cif.gz_A,,1985,3.404e-50,0.968,results_pdb
Q8DUW6,4uor-assembly11.cif.gz_K,,1927,5.513e-43,0.507,results_pdb
Q8DU45,3l7y-assembly1.cif.gz_A,,1895,3.326e-49,0.996,results_pdb
Q8DSY3,3go5-assembly1.cif.gz_A,,1781,3.275e-42,0.76,results_pdb
Q8DUS0,6dgm-assembly2.cif.gz_B,,1768,4.897e-37,0.599,results_pdb
Q8DVA9,2g7z-assembly3.cif.gz_A,,1733,1.802e-44,0.702,results_pdb
Q8DW02,3bv6-assembly1.cif.gz_C,,1733,6.959999999999999e-44,0.537,results_pdb
Q8DTB0,3lft-assembly1.cif.gz_A,,1677,2.4619999999999997e-41,0.656,results_pdb
Q8DTF4,4l9a-assembly3.cif.gz_A,,1598,3.737e-40,1.0,results_pdb
Q8DVG3,6iaq-assembly2.cif.gz_B,,1570,7.554e-40,0.372,results_pdb
Q8DTU5,3l7n-assembly1.cif.gz_A,,1549,3.978e-40,1.0,results_pdb
Q8DTG7,3l7v-assembly1.cif.gz_A,,1548,2.954e-38,0.98,results_pdb
Q8DUM0,6dke-assembly1.cif.gz_A,,1547,1.062e-39,0.606,results_pdb
Q8DT99,2fyw-assembly1.cif.gz_A,,1530,2.554e-39,0.63,results_pdb
Q8DS09,4h1h-assembly1.cif.gz_A,,1511,2.759e-38,0.422,results_pdb
Q8DT50,2qv7-assembly1.cif.gz_A,,1478,4.532e-37,0.433,results_pdb
Q8DV06,1rkq-assembly2.cif.gz_B,,1409,2.252e-35,0.492,results_pdb
Q8DVV9,3ihk-assembly1.cif.gz_A,,1399,1.081e-35,1.0,results_pdb
Q8DW21,2ifa-assembly3.cif.gz_F,,1366,1.522e-33,1.0,results_pdb
Q8DVH0,1oi8-assembly1.cif.gz_A,,1344,8.701999999999999e-33,0.147,results_pdb
Q8DW28,5awf-assembly1.cif.gz_A,,1334,1.461e-27,0.352,results_pdb
Q8DTP0,5awf-assembly1.cif.gz_A,,1333,5.017e-28,0.355,results_pdb
Q8DUG6,6dq3-assembly2.cif.gz_B,,1305,5.239000000000001e-34,0.687,results_pdb
Q8DTT5,3ikb-assembly2.cif.gz_B,,1281,1.519e-33,1.0,results_pdb
Q8DVY0,1pg6-assembly1.cif.gz_A,,1280,1.1810000000000001e-26,0.748,results_pdb
Q8DT98,3lec-assembly1.cif.gz_A,,1235,6.706000000000001e-30,0.596,results_pdb
Q8DSS3,3lby-assembly1.cif.gz_A,,1229,7.678e-33,0.972,results_pdb
Q8DVT4,3wj7-assembly1.cif.gz_C,,1221,3.576e-30,0.289,results_pdb
Q8DSL7,4r0j-assembly1.cif.gz_A,,1212,7.227999999999999e-29,0.904,results_pdb
I6L8Y8,7ccg-assembly1.cif.gz_A,,1198,1.5489999999999998e-29,0.285,results_pdb
Q8DVZ0,1zkp-assembly1.cif.gz_C,,1181,5.87e-29,0.385,results_pdb
Q8DSI9,3d2l-assembly1.cif.gz_A,,1179,2.512e-29,0.378,results_pdb
Q8DV84,3lpm-assembly1.cif.gz_B,,1178,5.212999999999999e-29,0.447,results_pdb
Q8DTL4,4wd3-assembly1.cif.gz_B,,1178,2.554e-28,0.215,results_pdb
Q8DWD8,3fvw-assembly1.cif.gz_A,,1157,3.128e-28,0.977,results_pdb
Q8DV77,3zh9-assembly1.cif.gz_B,,1151,4.042e-24,0.263,results_pdb
Q8DUQ3,3tcv-assembly1.cif.gz_A,,1147,6.201e-28,0.444,results_pdb
Q8DUY7,3l7y-assembly1.cif.gz_A,,1145,1.41e-28,0.285,results_pdb
Q8DS56,2f8l-assembly1.cif.gz_A,,1129,4.276e-25,0.291,results_pdb
Q8DVT6,6hu8-assembly1.cif.gz_A,,1108,2.276e-19,0.435,results_pdb
Q8DVP5,3mpo-assembly2.cif.gz_B,,1108,3.961e-28,0.345,results_pdb
Q8DUY6,1rkq-assembly2.cif.gz_B,,1098,1.465e-27,0.353,results_pdb
Q8DSL6,4qqz-assembly5.cif.gz_A,,1096,2.4780000000000004e-20,0.141,results_pdb
Q8DU76,3fle-assembly2.cif.gz_B,,1093,1.3690000000000003e-26,0.448,results_pdb
Q8DTS3,3mc1-assembly1.cif.gz_A,,1089,4.573e-27,0.532,results_pdb
Q8DSF8,2qyh-assembly2.cif.gz_C,,1086,1.757e-24,0.292,results_pdb
Q8DU08,3cax-assembly1.cif.gz_A-2,,1086,3.738e-21,0.261,results_pdb
Q8DTF8,1xkv-assembly1.cif.gz_B,,1070,1.3849999999999998e-23,0.165,results_pdb
Q8DTK1,8aw0-assembly2.cif.gz_D,,1064,1.0019999999999999e-23,0.278,results_pdb
Q8DVI0,3niw-assembly1.cif.gz_A,,1058,3.3840000000000003e-26,0.308,results_pdb
Q8DUU7,2zcv-assembly1.cif.gz_A,,1040,3.9330000000000003e-25,0.265,results_pdb
Q8DTC5,4qdy-assembly1.cif.gz_A-2,,1019,1.883e-21,0.435,results_pdb
Q8DSM0,8dex-assembly1.cif.gz_B,,990,8.14e-24,0.298,results_pdb
Q8DSZ7,3l9f-assembly2.cif.gz_C,,990,2.07e-23,1.0,results_pdb
Q8DU42,3l7t-assembly2.cif.gz_C,,980,1.158e-24,1.0,results_pdb
Q8DS06,3teb-assembly2.cif.gz_B,,978,7.353e-24,0.289,results_pdb
Q8DUP2,5xu0-assembly1.cif.gz_B-2,,970,8.331999999999999e-22,0.378,results_pdb
Q8DT94,3b49-assembly1.cif.gz_A,,968,8.552e-24,0.328,results_pdb
P34001,6ohr-assembly3.cif.gz_C,,965,4.404e-21,0.191,results_pdb
Q8DTX1,3d4e-assembly1.cif.gz_A,,963,6.049e-21,0.993,results_pdb
Q8DTQ1,2fi1-assembly1.cif.gz_A,,959,1.893e-23,0.584,results_pdb
Q8DTY8,4m8d-assembly3.cif.gz_E,,959,1.243e-24,0.275,results_pdb
Q8DVN6,3ijt-assembly1.cif.gz_A,,949,2.457e-21,1.0,results_pdb
Q8DSI7,2ogi-assembly1.cif.gz_A,,948,5.8e-18,0.677,results_pdb
Q8DW90,3lp5-assembly1.cif.gz_A,,944,5.602e-23,0.483,results_pdb
Q8DTL2,7l0b-assembly1.cif.gz_A,,903,2.0369999999999999e-22,0.377,results_pdb
Q8DT15,3rfb-assembly1.cif.gz_A,,902,1.9239999999999998e-22,0.656,results_pdb
Q8DWH6,3r7a-assembly1.cif.gz_A,,897,7.517e-23,0.339,results_pdb
Q8DU32,1dus-assembly1.cif.gz_A,,896,4.705e-23,0.432,results_pdb
Q8DT79,1ypx-assembly1.cif.gz_A,,893,1.092e-19,0.253,results_pdb
Q8DUV0,3lbe-assembly1.cif.gz_B,,887,1.342e-19,1.0,results_pdb
Q8DVR4,3niw-assembly1.cif.gz_A,,886,3.445e-22,0.239,results_pdb
Q8DU18,5dw8-assembly1.cif.gz_B,,865,8.693e-21,0.325,results_pdb
Q8DU66,6f89-assembly2.cif.gz_B,,864,6.8e-21,0.376,results_pdb
Q8DSX3,5c7q-assembly1.cif.gz_B,,862,4.588e-20,0.361,results_pdb
Q8DVQ5,7s3l-assembly1.cif.gz_A,,851,2.988e-19,0.285,results_pdb
Q8DVS0,3e0r-assembly2.cif.gz_B,,831,2.3650000000000003e-20,0.332,results_pdb
Q8DV34,2j69-assembly4.cif.gz_D,,820,9.911e-15,0.134,results_pdb
Q8DWG7,3udc-assembly1.cif.gz_B,,813,2.002e-19,0.285,results_pdb
Q8DU95,2gfg-assembly3.cif.gz_C,,809,7.046e-18,0.366,results_pdb
Q8DWI3,5got-assembly1.cif.gz_A,,798,1.367e-21,0.647,results_pdb
Q8DVA5,2ymv-assembly1.cif.gz_A,,797,7.703e-16,0.153,results_pdb
Q8DT82,6ut7-assembly1.cif.gz_N,,796,4.182e-18,0.16,results_pdb
Q8DUK1,6ex0-assembly1.cif.gz_A-2,,789,4.624e-19,0.326,results_pdb
Q8DWJ6,4ma0-assembly1.cif.gz_A,,773,1.402e-17,0.129,results_pdb
Q8DVJ1,1vi7-assembly1.cif.gz_A,,767,4.875e-17,0.319,results_pdb
Q8DU46,2hsj-assembly1.cif.gz_D,,753,5.151e-18,0.357,results_pdb
Q8DTN3,1yhf-assembly1.cif.gz_A,,746,1.558e-14,0.75,results_pdb
I6L904,5mm0-assembly1.cif.gz_A,,740,9.038e-17,0.232,results_pdb
Q8DSL9,8dfo-assembly1.cif.gz_I,,738,2.648e-15,0.154,results_pdb
Q8DST1,3hlk-assembly2.cif.gz_B,,731,2.935e-17,0.198,results_pdb
Q8DUJ6,4ay8-assembly2.cif.gz_B,,724,1.62e-15,0.173,results_pdb
Q8DUR0,8itg-assembly1.cif.gz_A,,723,9.119e-17,0.154,results_pdb
Q8DWK9,4bl9-assembly1.cif.gz_A,,720,2.461e-17,0.331,results_pdb
Q8DTH6,5lil-assembly1.cif.gz_A,,719,1.221e-12,0.114,results_pdb
Q8DVA8,7e16-assembly2.cif.gz_B,,706,3.029e-16,0.258,results_pdb
Q8DT65,1zkp-assembly1.cif.gz_C,,704,8.199e-17,0.136,results_pdb
Q8DUW7,3i76-assembly3.cif.gz_C,,702,1.838e-15,0.255,results_pdb
Q8DT80,4gyf-assembly1.cif.gz_A,,700,1.706e-16,0.243,results_pdb
Q8DTT1,3i76-assembly3.cif.gz_C,,699,1.946e-17,0.383,results_pdb
Q8DTA5,6eou-assembly1.cif.gz_A,,684,3.537e-11,0.155,results_pdb
Q8DW41,7vhp-assembly1.cif.gz_i,,672,2.945e-15,0.205,results_pdb
Q8DTY9,1ymq-assembly1.cif.gz_A,,669,4.618e-16,0.194,results_pdb
Q8DV76,4c6y-assembly2.cif.gz_B,,658,2.41e-14,0.172,results_pdb
Q8DVR8,5jph-assembly1.cif.gz_B,,658,1.567e-15,0.361,results_pdb
Q8DSQ8,6zza-assembly1.cif.gz_A-2,,655,1.778e-17,0.564,results_pdb
Q8DVZ6,5hws-assembly1.cif.gz_D,,651,9.266e-14,0.133,results_pdb
Q8DSZ1,3g5l-assembly2.cif.gz_A,,648,1.601e-15,0.215,results_pdb
Q8DS84,3g3q-assembly1.cif.gz_A,,647,3.241e-14,0.173,results_pdb
Q8DSS8,4z04-assembly1.cif.gz_A-2,,645,8.738e-17,0.448,results_pdb
Q8DVR1,5np9-assembly1.cif.gz_A,,644,7.635e-16,0.381,results_pdb
Q8DU59,1x77-assembly1.cif.gz_B,,634,8.636e-15,0.295,results_pdb
Q8DSY9,3cex-assembly1.cif.gz_A,,632,9.564e-13,0.461,results_pdb
Q8DTE2,1x77-assembly1.cif.gz_B,,630,1.538e-15,0.337,results_pdb
Q8DT37,6uof-assembly1.cif.gz_A,,626,3.324e-14,0.457,results_pdb
Q8DSS2,6qk7-assembly1.cif.gz_C,,625,1.601e-14,0.19,results_pdb
Q8DTV3,2evv-assembly2.cif.gz_D,,620,1.194e-13,0.264,results_pdb
Q8DW89,3svl-assembly1.cif.gz_B,,616,4.611e-15,0.314,results_pdb
Q8DVU2,1y8c-assembly1.cif.gz_A,,608,2.56e-14,0.16,results_pdb
Q8DSR7,3l7w-assembly1.cif.gz_A-2,,606,1.813e-15,1.0,results_pdb
Q8DU47,5zr2-assembly2.cif.gz_D-2,,606,3.972e-15,0.287,results_pdb
Q8DUM1,2o2a-assembly1.cif.gz_B,,603,9.005e-15,0.709,results_pdb
Q8DU60,1x77-assembly1.cif.gz_B,,602,1.854e-14,0.314,results_pdb
Q8DTL5,5vol-assembly2.cif.gz_H,,594,1.643e-13,0.16,results_pdb
Q8DUU8,6fdg-assembly1.cif.gz_D,,587,7.908e-13,0.28,results_pdb
Q8DSL5,8tp8-assembly2.cif.gz_C,,581,4.203e-12,0.131,results_pdb
Q8DST0,1vi3-assembly1.cif.gz_A,,579,2.96e-12,0.243,results_pdb
Q8DTH5,3dlc-assembly1.cif.gz_A,,571,1.098e-13,0.179,results_pdb
Q8DRX3,3l78-assembly1.cif.gz_A,,568,1.487e-14,0.5,results_pdb
Q8DUT3,4qrk-assembly1.cif.gz_A,,563,8.45e-11,0.127,results_pdb
Q8DTD7,7b0p-assembly2.cif.gz_B,,539,6.364e-10,0.258,results_pdb
Q8DU02,6lhx-assembly1.cif.gz_C,,527,3.012e-08,0.178,results_pdb
Q8DTG8,2nrk-assembly1.cif.gz_A-2,,517,7.545e-12,0.305,results_pdb
Q8DVH9,3h9x-assembly1.cif.gz_A,,516,8.563e-11,0.371,results_pdb
I6L913,3lno-assembly1.cif.gz_A,,514,1.304e-12,0.465,results_pdb
Q8DSR5,4qrk-assembly1.cif.gz_A,,512,6.409e-10,0.126,results_pdb
Q8DVQ1,1g2r-assembly1.cif.gz_A,,507,4.93e-12,0.872,results_pdb
Q8DVZ4,1iul-assembly1.cif.gz_A,,505,4.344e-12,0.35,results_pdb
Q8DTS0,2p5t-assembly1.cif.gz_B,,496,4.258e-11,0.176,results_pdb
Q8DWN3,7asa-assembly1.cif.gz_1,,494,3.15e-12,0.602,results_pdb
Q8DRT0,3fb9-assembly1.cif.gz_A,,493,2.193e-11,0.725,results_pdb
Q8DU69,4fdy-assembly2.cif.gz_B,,489,5.198e-09,0.31,results_pdb
Q8DRT6,3lno-assembly1.cif.gz_A,,478,2.854e-12,0.339,results_pdb
Q8DUU4,3kx8-assembly1.cif.gz_B,,475,3.845e-10,0.233,results_pdb
Q8DV71,6iu4-assembly1.cif.gz_A,,469,1.479e-07,0.188,results_pdb
Q8DRY1,7oci-assembly1.cif.gz_F,,459,2.927e-07,0.12,results_pdb
Q8DTS4,1y9w-assembly1.cif.gz_B,,459,3.218e-10,0.253,results_pdb
Q8DW94,6un8-assembly1.cif.gz_A,,428,1.197e-07,0.108,results_pdb
Q8DTL9,5vol-assembly1.cif.gz_B,,426,4.417e-09,0.151,results_pdb
Q8DSI5,1jo0-assembly2.cif.gz_B,,420,1.148e-10,0.354,results_pdb
Q8DWI2,6t4d-assembly1.cif.gz_A-2,,417,5.561e-08,0.312,results_pdb
Q8DVG2,4zos-assembly1.cif.gz_C,,410,7.351e-10,0.25,results_pdb
Q8DV03,1r0u-assembly1.cif.gz_A,,406,9.601e-08,0.155,results_pdb
I6L909,2a67-assembly1.cif.gz_A,,405,1.609e-09,0.226,results_pdb
Q8DU77,3d6w-assembly1.cif.gz_A,,394,9.353e-08,0.224,results_pdb
Q8DTV4,3h9x-assembly1.cif.gz_A,,394,2.578e-08,0.316,results_pdb
Q8DVD2,2qzi-assembly1.cif.gz_A,,390,1.042e-08,0.75,results_pdb
Q8DTB5,2joe-assembly1.cif.gz_A,,388,6.997e-08,0.28,results_pdb
Q8DVG9,2kl5-assembly1.cif.gz_A,,387,1.613e-08,0.452,results_pdb
Q8DUZ2,4nb5-assembly1.cif.gz_C,,385,1.576e-08,0.186,results_pdb
Q8DT97,2zc2-assembly1.cif.gz_A,,380,8.469e-08,0.986,results_pdb
Q8DUX2,4g06-assembly1.cif.gz_B,,371,1.21e-08,0.82,results_pdb
Q8DUE8,5t1q-assembly3.cif.gz_C,,371,1.413e-07,0.265,results_pdb
Q8DW27,4ki3-assembly1.cif.gz_D,,368,1.07e-07,0.141,results_pdb
Q8DW48,4a2n-assembly1.cif.gz_B,,365,3.502e-06,0.226,results_pdb
Q8DSA4,1zma-assembly1.cif.gz_A,,365,2.115e-08,0.218,results_pdb
Q8DVH1,3i18-assembly1.cif.gz_A,,362,1.858e-07,0.348,results_pdb
Q8DT20,3f2b-assembly1.cif.gz_A,,359,2.237e-07,0.181,results_pdb
Q8DTB8,4zve-assembly1.cif.gz_A,,353,2.162e-07,0.108,results_pdb
Q8DTL7,7o16-assembly1.cif.gz_D,,350,2.75e-05,0.161,results_pdb
Q8DVT3,5fb2-assembly1.cif.gz_A,,344,1.5e-07,0.231,results_pdb
Q8DT22,2jga-assembly1.cif.gz_A,,343,1.056e-06,0.168,results_pdb
Q8DVE7,6mxv-assembly1.cif.gz_A,,334,6.809e-08,0.238,results_pdb
Q8DT83,7kx2-assembly1.cif.gz_B,,326,5.422e-07,0.161,results_pdb
Q8DT11,2bwj-assembly3.cif.gz_E,,324,1.296e-06,0.127,results_pdb
Q8DRW1,3hlu-assembly1.cif.gz_B,,320,6.719e-05,0.281,results_pdb
Q8DV11,3u7z-assembly2.cif.gz_B,,319,1.076e-06,0.239,results_pdb
Q8DV58,1zxu-assembly1.cif.gz_A,,317,2.652e-05,0.17,results_pdb
Q8DTS8,4r4g-assembly1.cif.gz_A,,316,6.464e-06,0.214,results_pdb
Q8DUS7,4xla-assembly1.cif.gz_A,,315,5.426e-05,0.12,results_pdb
